sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.4,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2021-03-19 14:41:38.363 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
63, 403150282, 0.5936676, -0.32524562, -0.70088875, -0.22479092, -0.05245715, 0.058866944, -0.038098335
64, 403166949, 0.593791, -0.3252247, -0.70082307, -0.22470054, -0.01306612, 0.08265778, -0.032025337
65, 403183616, 0.59385663, -0.3252697, -0.7007635, -0.22464748, 0.037069622, 0.0763328, -0.014508247
66, 403200283, 0.59389424, -0.3253504, -0.70070213, -0.22462279, 0.06828097, 0.06460631, -0.024382591
67, 403216950, 0.5939165, -0.32544294, -0.70063645, -0.22463483, 0.08850934, 0.065066636, 0.01656437
68, 403233617, 0.5939315, -0.32554364, -0.7005663, -0.22466767, 0.09902831, 0.014289966, -0.009062767
69, 403250284, 0.5939816, -0.32557368, -0.700516, -0.22464891, 0.07902613, -0.04109811, -0.02209568
70, 403266951, 0.59412277, -0.3254746, -0.7004908, -0.2244975, 0.08746599, 0.017997822, 0.037303925
71, 403283618, 0.5942471, -0.3254329, -0.7004341, -0.22440585, 0.09228895, -0.021405948, -0.052347183
72, 403300285, 0.5943752, -0.32539517, -0.7003733, -0.22431125, 0.053395458, -0.070654124, -0.005789757
73, 403316952, 0.59454834, -0.32526514, -0.7003339, -0.22416371, 0.07536365, -0.03972518, -0.014377594
74, 403333619, 0.59473187, -0.32509813, -0.7003075, -0.22400153, 0.08049819, -0.025256963, -0.0058107376
75, 403350286, 0.5949312, -0.32492983, -0.70026135, -0.22386059, 0.13787709, 0.03390658, 0.03940296
